"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
8000792,"betamethasone valerate",9000119,"betamethasone (betamethasone valerate) 0.05 % cutaneous cream","00535427","RATIO-ECTOSONE MILD CREAM 0.05% (betamethasone (betamethasone valerate) 0.05 % cutaneous cream) TEVA CANADA LIMITED"
8000792,"betamethasone valerate",9000163,"betamethasone (betamethasone valerate) 0.1 % cutaneous cream","00535435","RATIO-ECTOSONE REGULAR CREAM 0.1% (betamethasone (betamethasone valerate) 0.1 % cutaneous cream) TEVA CANADA LIMITED"
8000092,"hydrochlorothiazide and triamterene",9000172,"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet","00532657","TEVA-TRIAMTERENE/HCTZ (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) TEVA CANADA LIMITED"
8000028,"dexamethasone (base)",9000037,"dexamethasone 0.1 % ophthalmic ointment","00042579","MAXIDEX (dexamethasone 0.1 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC"
8000080,"sulfamethoxazole and trimethoprim",9000140,"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet","00510645","TEVA-TRIMEL DS (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) TEVA CANADA LIMITED"
8000080,"sulfamethoxazole and trimethoprim",9000139,"sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet","00510637","TEVA-TRIMEL (sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet) TEVA CANADA LIMITED"
8000080,"sulfamethoxazole and trimethoprim",9000180,"sulfamethoxazole 400 mg per 5 mL and trimethoprim 80 mg per 5 mL solution for injection ampoule","00550086","SEPTRA INJECTION (sulfamethoxazole 400 mg per 5 mL and trimethoprim 80 mg per 5 mL solution for injection ampoule) ASPEN PHARMACARE CANADA INC."
8000046,"allopurinol",9000159,"allopurinol 100 mg oral tablet","00555681","ALLOPURINOL-100 (allopurinol 100 mg oral tablet) PRO DOC LIMITEE"
8000046,"allopurinol",9000073,"allopurinol 300 mg oral tablet","00555703","ALLOPURINOL-300 (allopurinol 300 mg oral tablet) PRO DOC LIMITEE"
8000091,"flurazepam",9000168,"flurazepam hydrochloride 15 mg oral capsule","00521698","FLURAZEPAM (flurazepam hydrochloride 15 mg oral capsule) AA PHARMA INC"
8000091,"flurazepam",9000169,"flurazepam hydrochloride 30 mg oral capsule","00521701","FLURAZEPAM (flurazepam hydrochloride 30 mg oral capsule) AA PHARMA INC"
8000014,"prednisone",9000024,"prednisone 5 mg oral tablet","00312770","APO PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) APOTEX INC"
8000014,"prednisone",9000063,"prednisone 50 mg oral tablet","00550957","APO PREDNISONE TAB 50MG (prednisone 50 mg oral tablet) APOTEX INC"
8000069,"codeine",9000107,"codeine phosphate 30 mg per 1 mL solution for injection ampoule","00544884","CODEINE PHOSPHATE INJECTION USP (codeine phosphate 30 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"
8000097,"indapamide",9000177,"indapamide 2.5 mg oral tablet","00564966","LOZIDE (indapamide 2.5 mg oral tablet) SERVIER CANADA INC"
8000038,"metronidazole",9000055,"metronidazole 250 mg oral tablet","00545066","METRONIDAZOLE (metronidazole 250 mg oral tablet) AA PHARMA INC"
8000095,"acyclovir",9000174,"acyclovir 5 % cutaneous ointment","00569771","ZOVIRAX (acyclovir 5 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C."
8000218,"naproxen",9000179,"naproxen 250 mg oral tablet","00522651","APO-NAPROXEN (naproxen 250 mg oral tablet) APOTEX INC"
8000218,"naproxen",9000178,"naproxen 125 mg oral tablet","00522678","APO NAPROXEN TAB 125MG (naproxen 125 mg oral tablet) APOTEX INC"
8000218,"naproxen",9000179,"naproxen 250 mg oral tablet","00565350","TEVA-NAPROXEN (naproxen 250 mg oral tablet) TEVA CANADA LIMITED"
8000047,"colchicine",9000074,"colchicine 0.6 mg oral tablet","00572349","COLCHICINE TAB 0.6MG (colchicine 0.6 mg oral tablet) ODAN LABORATORIES LTD"
8000040,"cephalexin",9000560,"cephalexin 250 mg per 5 mL oral suspension","00342092","TEVA-CEPHALEXIN 250 (cephalexin (cephalexin monohydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
8000040,"cephalexin",9000559,"cephalexin 125 mg per 5 mL oral suspension","00342106","TEVA-CEPHALEXIN 125 (cephalexin (cephalexin monohydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
8000063,"metoprolol",9000191,"metoprolol tartrate 200 mg prolonged-release oral tablet","00534560","LOPRESOR SR 200 MG (metoprolol tartrate 200 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000049,"ethinyl estradiol and norethindrone",9000148,"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet","00372846","ORTHO 1/35 TABLETS (21 DAY) (ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet) JANSSEN INC"
8000049,"ethinyl estradiol and norethindrone",9000076,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet","00317047","ORTHO 0.5/35 TABLETS (21 DAY) (ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet) JANSSEN INC"
8000049,"ethinyl estradiol and norethindrone",9000148,"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet",NA,"ORTHO 1/35 TABLETS (28 DAY) (ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet) JANSSEN INC"
8000049,"ethinyl estradiol and norethindrone",9000076,"ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet",NA,"ORTHO 0.5/35 TABLETS (28 DAY) (ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet) JANSSEN INC"
8000091,"flurazepam",9000168,"flurazepam hydrochloride 15 mg oral capsule","00578479","FLURAZEPAM 15 (flurazepam hydrochloride 15 mg oral capsule) PRO DOC LIMITEE"
8000091,"flurazepam",9000169,"flurazepam hydrochloride 30 mg oral capsule","00578487","FLURAZEPAM 30 (flurazepam hydrochloride 30 mg oral capsule) PRO DOC LIMITEE"
8000218,"naproxen",9000179,"naproxen 250 mg oral tablet","00590762","NAPROXEN 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE"
8000040,"cephalexin",9000096,"cephalexin 250 mg oral tablet","00583413","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 250 mg oral tablet) TEVA CANADA LIMITED"
8000040,"cephalexin",9000057,"cephalexin 500 mg oral tablet","00583421","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 500 mg oral tablet) TEVA CANADA LIMITED"
8000218,"naproxen",9000193,"naproxen 500 mg oral tablet","00589861","TEVA-NAPROXEN (naproxen 500 mg oral tablet) TEVA CANADA LIMITED"
8000079,"oxazepam",9000136,"oxazepam 15 mg oral tablet","00568406","RIVA OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC"
8000079,"oxazepam",9000137,"oxazepam 30 mg oral tablet","00568414","RIVA OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC"
8000218,"naproxen",9000193,"naproxen 500 mg oral tablet","00592277","APO-NAPROXEN (naproxen 500 mg oral tablet) APOTEX INC"
8000043,"ibuprofen",9000190,"ibuprofen 400 mg oral tablet","00506052","APO IBUPROFEN TAB 400MG (ibuprofen 400 mg oral tablet) APOTEX INC"
8000043,"ibuprofen",9000189,"ibuprofen 300 mg oral tablet","00441651","APO IBUPROFEN TAB 300MG (ibuprofen 300 mg oral tablet) APOTEX INC"
8000008,"hydrocortisone",9000187,"hydrocortisone 2.5 % cutaneous cream","00595799","EMO CORT CREAM 2.5% (hydrocortisone 2.5 % cutaneous cream) GLAXOSMITHKLINE INC"
8000779,"alcohol anhydrous and doxylamine and etafedrin and hydrocodone and sodium citrate",9006201,"alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup","00507407","DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC"
8000049,"ethinyl estradiol and norethindrone",9006202,"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.75 mg and norethindrone 1 mg and norethindrone 0.5 mg oral tablet",NA,"ORTHO 7/7/7 TABLETS (21 DAY) (ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.75 mg and norethindrone 1 mg and norethindrone 0.5 mg oral tablet) JANSSEN INC"
8000049,"ethinyl estradiol and norethindrone",9000185,"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 0.75 mg and norethindrone 1 mg oral tablet",NA,"ORTHO 7/7/7 TABLETS (28 DAY) (ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 0.75 mg and norethindrone 1 mg oral tablet) JANSSEN INC"
8000218,"naproxen",9000192,"naproxen 375 mg oral tablet","00600806","APO-NAPROXEN (naproxen 375 mg oral tablet) APOTEX INC"
8000079,"oxazepam",9000135,"oxazepam 10 mg oral tablet","00568392","RIVA OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC"
8000008,"hydrocortisone",9000188,"hydrocortisone acetate 10 % rectal foam","00579335","CORTIFOAM (hydrocortisone acetate 10 % rectal foam) PALADIN LABS INC"
8000037,"erythromycin",9000184,"erythromycin 250 mg gastro-resistant capsule","00607142","ERYC DELAYED-RELEASE CAPSULES (erythromycin 250 mg gastro-resistant capsule) PFIZER CANADA INC"
8000087,"temazepam",9000157,"temazepam 15 mg oral capsule","00604453","RESTORIL (temazepam 15 mg oral capsule) AA PHARMA INC"
8000087,"temazepam",9000158,"temazepam 30 mg oral capsule","00604461","RESTORIL (temazepam 30 mg oral capsule) AA PHARMA INC"
8000104,"fusidic acid",9000199,"fusidic acid 2 % cutaneous cream","00586668","FUCIDIN CREAM 2% (fusidic acid 2 % cutaneous cream) LEO PHARMA INC"
8000015,"spironolactone",9000025,"spironolactone 25 mg oral tablet","00613215","TEVA-SPIRONOLACTONE (spironolactone 25 mg oral tablet) TEVA CANADA LIMITED"
8000015,"spironolactone",9000090,"spironolactone 100 mg oral tablet","00613223","TEVA-SPIRONOLACTONE (spironolactone 100 mg oral tablet) TEVA CANADA LIMITED"
8000092,"hydrochlorothiazide and triamterene",9000172,"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet","00441775","APO TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC"
8000108,"valproic acid (divalproex)",9000214,"valproic acid (divalproex sodium) 125 mg gastro-resistant tablet","00596418","EPIVAL (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) BGP PHARMA ULC"
8000108,"valproic acid (divalproex)",9000215,"valproic acid (divalproex sodium) 250 mg gastro-resistant tablet","00596426","EPIVAL (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) BGP PHARMA ULC"
8000108,"valproic acid (divalproex)",9000216,"valproic acid (divalproex sodium) 500 mg gastro-resistant tablet","00596434","EPIVAL (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) BGP PHARMA ULC"
8000107,"procyclidine",9000213,"procyclidine hydrochloride 2.5 mg per 5 mL oral solution","00587362","PDP-PROCYCLIDINE (procyclidine hydrochloride 2.5 mg per 5 mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
8000774,"acetylsalicylic acid and oxycodone",9000195,"acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet","00608157","RATIO-OXYCODAN (acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED"
8000059,"acetaminophen and oxycodone",9000094,"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet","00608165","TEVA-OXYCOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED"
8000063,"metoprolol",9000101,"metoprolol tartrate 50 mg oral tablet","00618632","APO METOPROLOL TAB 50MG (metoprolol tartrate 50 mg oral tablet) APOTEX INC"
8000063,"metoprolol",9000100,"metoprolol tartrate 100 mg oral tablet","00618640","APO METOPROLOL TAB 100MG (metoprolol tartrate 100 mg oral tablet) APOTEX INC"
8000073,"amoxicillin",9000116,"amoxicillin 250 mg oral capsule","00628115","APO-AMOXI CAP 250MG (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) APOTEX INC"
8000073,"amoxicillin",9000118,"amoxicillin 500 mg oral capsule","00628123","APO-AMOXI CAP 500MG (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) APOTEX INC"
8000073,"amoxicillin",9000373,"amoxicillin 125 mg per 5 mL oral suspension","00628131","APO-AMOXI PWR FOR SUSP 125MG/5ML (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) APOTEX INC"
8000073,"amoxicillin",9000374,"amoxicillin 250 mg per 5 mL oral suspension","00628158","APO-AMOXI PWR FOR SUSP 250MG/5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) APOTEX INC"
8000084,"haloperidol",9000200,"haloperidol 5 mg oral tablet","00363650","TEVA-HALOPERIDOL (haloperidol 5 mg oral tablet) TEVA CANADA LIMITED"
8000218,"naproxen",9000192,"naproxen 375 mg oral tablet","00627097","TEVA-NAPROXEN (naproxen 375 mg oral tablet) TEVA CANADA LIMITED"
8000043,"ibuprofen",9000207,"ibuprofen 600 mg oral tablet","00585114","APO IBUPROFEN TAB 600MG (ibuprofen 600 mg oral tablet) APOTEX INC"
8000106,"hydromorphone",9000202,"hydromorphone hydrochloride 2 mg oral tablet","00125083","DILAUDID (hydromorphone hydrochloride 2 mg oral tablet) PURDUE PHARMA"
8000106,"hydromorphone",9000204,"hydromorphone hydrochloride 4 mg oral tablet","00125121","DILAUDID (hydromorphone hydrochloride 4 mg oral tablet) PURDUE PHARMA"
8000003,"epinephrine",9006203,"epinephrine 0.045 mg per 0.3 mL solution for injection syringe","00578657","EPIPEN JR (epinephrine 0.045 mg per 0.3 mL solution for injection syringe) MYLAN SPECIALTY LP"
8000080,"sulfamethoxazole and trimethoprim",9000140,"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet","00512524","PROTRIN DF TAB (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) PRO DOC LIMITEE"
8000032,"carbamazepine",9000219,"carbamazepine 100 mg chewable tablet","00369810","TEGRETOL CHEWTABS 100 MG (carbamazepine 100 mg chewable tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000010,"methylphenidate",9000208,"methylphenidate hydrochloride 20 mg prolonged-release oral tablet","00632775","RITALIN-SR TAB 20MG (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000071,"morphine",9000231,"morphine sulfate 20 mg suppository","00596965","STATEX SUPPOSITORIES 20MG (morphine sulfate 20 mg suppository) PALADIN LABS INC"
8000071,"morphine",9000211,"morphine sulfate 20 mg per mL oral drops","00621935","STATEX DROPS 20MG/ML (morphine sulfate 20 mg per mL oral drops) PALADIN LABS INC"
8000071,"morphine",9000230,"morphine sulfate 10 mg suppository","00632201","STATEX-SUPPOSITORIES 10MG (morphine sulfate 10 mg suppository) PALADIN LABS INC"
8000071,"morphine",9000212,"morphine sulfate 5 mg per mL syrup","00591475","STATEX SYRUP 5MG/ML (morphine sulfate 5 mg per mL syrup) PALADIN LABS INC"
8000071,"morphine",9000210,"morphine sulfate 1 mg per mL syrup","00591467","STATEX SYRUP 1MG/ML (morphine sulfate 1 mg per mL syrup) PALADIN LABS INC"
8000109,"lorazepam",9000225,"lorazepam 1 mg oral tablet","00637742","TEVA-LORAZEPAM (lorazepam 1 mg oral tablet) TEVA CANADA LIMITED"
8000109,"lorazepam",9000226,"lorazepam 2 mg oral tablet","00637750","TEVA-LORAZEPAM (lorazepam 2 mg oral tablet) TEVA CANADA LIMITED"
8000043,"ibuprofen",9000190,"ibuprofen 400 mg oral tablet","00636533","IBUPROFEN TAB 400MG (ibuprofen 400 mg oral tablet) PRO DOC LIMITEE"
8000071,"morphine",9000209,"morphine hydrochloride 1 mg per mL syrup","00614491","DOLORAL 1 (morphine hydrochloride 1 mg per mL syrup) LABORATOIRE ATLAS INC"
8000066,"baclofen",9000218,"baclofen 20 mg oral tablet","00636576","LIORESAL D.S. TAB 20MG (baclofen 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000218,"naproxen",9000193,"naproxen 500 mg oral tablet","00618721","NAPROXEN 500 (naproxen 500 mg oral tablet) PRO DOC LIMITEE"
8000109,"lorazepam",9000224,"lorazepam 0.5 mg oral tablet","00655740","APO-LORAZEPAM TAB 0.5MG (lorazepam 0.5 mg oral tablet) APOTEX INC"
8000109,"lorazepam",9000225,"lorazepam 1 mg oral tablet","00655759","APO-LORAZEPAM TAB 1MG (lorazepam 1 mg oral tablet) APOTEX INC"
8000109,"lorazepam",9000226,"lorazepam 2 mg oral tablet","00655767","APO-LORAZEPAM TAB 2MG (lorazepam 2 mg oral tablet) APOTEX INC"
8000063,"metoprolol",9000227,"metoprolol tartrate 100 mg prolonged-release oral tablet","00658855","LOPRESOR SR 100MG (metoprolol tartrate 100 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000043,"ibuprofen",9000059,"ibuprofen 200 mg oral tablet","00629324","NOVO-PROFEN (ibuprofen 200 mg oral tablet) TEVA CANADA LIMITED"
8000043,"ibuprofen",9000189,"ibuprofen 300 mg oral tablet","00629332","NOVO-PROFEN (ibuprofen 300 mg oral tablet) TEVA CANADA LIMITED"
8000043,"ibuprofen",9000190,"ibuprofen 400 mg oral tablet","00629340","NOVO-PROFEN (ibuprofen 400 mg oral tablet) TEVA CANADA LIMITED"
8000043,"ibuprofen",9000207,"ibuprofen 600 mg oral tablet","00629359","NOVO-PROFEN (ibuprofen 600 mg oral tablet) TEVA CANADA LIMITED"
8000023,"acetaminophen and caffeine and codeine",9000032,"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet","00653276","RATIO-LENOLTEC NO 3 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED"
8000082,"diclofenac",9000221,"diclofenac sodium 100 mg prolonged-release oral tablet","00590827","VOLTAREN SR TAB 100MG (diclofenac sodium 100 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000092,"hydrochlorothiazide and triamterene",9000172,"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet","00519367","PRO-TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) PRO DOC LIMITEE"
8000107,"procyclidine",9000239,"procyclidine hydrochloride 5 mg oral tablet","00587354","PDP-PROCYCLIDINE (procyclidine hydrochloride 5 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
8000107,"procyclidine",9000238,"procyclidine hydrochloride 2.5 mg oral tablet","00649392","PDP-PROCYCLIDINE (procyclidine hydrochloride 2.5 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
8000069,"codeine",9000181,"codeine phosphate 15 mg oral tablet","00593435","RATIO-CODEINE (codeine phosphate 15 mg oral tablet) TEVA CANADA LIMITED"
8000069,"codeine",9000182,"codeine phosphate 30 mg oral tablet","00593451","RATIO-CODEINE (codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED"
8000064,"penicillin v",9006206,"penicillin v potassium 300 mg oral tablet","00642215","PEN-VK (penicillin v potassium 300 mg oral tablet) AA PHARMA INC"
8000082,"diclofenac",9000223,"diclofenac sodium 50 mg suppository","00632724","VOLTAREN SUP 50MG (diclofenac sodium 50 mg suppository) NOVARTIS PHARMACEUTICALS CANADA INC"
8000082,"diclofenac",9000222,"diclofenac sodium 100 mg suppository","00632732","VOLTAREN SUP 100MG (diclofenac sodium 100 mg suppository) NOVARTIS PHARMACEUTICALS CANADA INC"
8000032,"carbamazepine",9000220,"carbamazepine 200 mg chewable tablet","00665088","TEGRETOL CHEWTABS 200 MG (carbamazepine 200 mg chewable tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000073,"amoxicillin",9000118,"amoxicillin 500 mg oral capsule","00644315","PRO AMOX-500 CAP 500MG (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) PRO DOC LIMITEE"
8000073,"amoxicillin",9000217,"amoxicillin 250 mg per 5 mL powder for oral solution","00644331","PRO-AMOX-250 ORL SUS 250MG/5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL powder for oral solution) PRO DOC LIMITEE"
