"drug_code","status_current","history_date_current","status_previous","history_date_previous","drug_identification_number"
18099,"DORMANT",2019-08-13,"DORMANT",2017-07-18,"02026457"
33448,"DORMANT",2019-08-01,"MARKETED",1998-04-08,"02220709"
3775,"DORMANT",2019-08-02,"MARKETED",1998-06-05,"00489867"
4199,"DORMANT",2019-08-06,"MARKETED",1969-12-31,"00523739"
61132,"DORMANT",2019-08-01,"MARKETED",2007-10-02,"02237775"
61145,"DORMANT",2019-08-02,"MARKETED",1998-06-05,"02237788"
61146,"DORMANT",2019-08-02,"MARKETED",1998-06-05,"02237789"
64038,"DORMANT",2019-08-01,"MARKETED",2000-09-27,"02240473"
64576,"DORMANT",2019-08-14,"MARKETED",2000-03-29,"02240984"
66286,"DORMANT",2019-08-01,"MARKETED",2000-11-21,"02242537"
67589,"DORMANT",2019-08-01,"MARKETED",2016-02-10,"02243659"
71586,"DORMANT",2019-07-31,"MARKETED",2003-05-14,"02247343"
71587,"DORMANT",2019-07-31,"MARKETED",2003-05-14,"02247344"
73395,"DORMANT",2019-08-26,"MARKETED",2004-11-08,"02249081"
73903,"DORMANT",2019-07-26,"MARKETED",2006-05-30,"02254107"
75715,"DORMANT",2019-08-01,"MARKETED",2014-07-10,"02271605"
75716,"DORMANT",2019-08-01,"MARKETED",2014-07-10,"02271613"
75717,"DORMANT",2019-08-01,"MARKETED",2014-07-10,"02271621"
75718,"DORMANT",2019-08-01,"MARKETED",2014-07-10,"02271648"
75719,"DORMANT",2019-08-01,"MARKETED",2014-07-10,"02271656"
7632,"DORMANT",2019-08-06,"MARKETED",1987-12-31,"00719595"
77965,"DORMANT",2019-06-04,"MARKETED",2012-11-01,"02294303"
78595,"DORMANT",2019-08-09,"DORMANT",2019-06-25,"02300648"
8203,"DORMANT",2019-08-01,"MARKETED",2012-10-18,"00687456"
83237,"DORMANT",2019-08-02,"MARKETED",2010-11-01,"02346982"
83763,"DORMANT",2019-08-05,"MARKETED",2010-06-16,"02352362"
83962,"DORMANT",2019-08-08,"MARKETED",2010-11-18,"02354454"
84011,"DORMANT",2019-08-05,"MARKETED",2018-06-28,"02354926"
84012,"DORMANT",2019-08-05,"MARKETED",2018-06-28,"02354934"
84013,"DORMANT",2019-08-05,"MARKETED",2018-06-28,"02354942"
84077,"DORMANT",2019-07-24,"MARKETED",2012-02-23,"02355558"
84145,"DORMANT",2019-08-08,"MARKETED",2010-11-18,"02356295"
84231,"DORMANT",2019-08-05,"MARKETED",2011-01-27,"02357186"
84293,"DORMANT",2019-08-01,"MARKETED",2014-10-11,"02357844"
84294,"DORMANT",2019-08-01,"MARKETED",2014-10-11,"02357852"
84296,"DORMANT",2019-08-01,"MARKETED",2014-10-11,"02357860"
84297,"DORMANT",2019-08-01,"MARKETED",2014-10-11,"02357879"
84314,"DORMANT",2019-07-18,"MARKETED",2012-03-27,"02358077"
84315,"DORMANT",2019-07-18,"MARKETED",2012-03-27,"02358085"
84316,"DORMANT",2019-07-18,"MARKETED",2012-03-27,"02358093"
84702,"DORMANT",2019-08-09,"MARKETED",2011-08-10,"02361981"
85026,"DORMANT",2019-07-13,"MARKETED",2016-08-02,"02365359"
85328,"DORMANT",2019-07-24,"MARKETED",2012-06-26,"02368307"
85636,"DORMANT",2019-08-01,"MARKETED",2013-09-25,"02371189"
85695,"DORMANT",2019-07-18,"MARKETED",2012-09-28,"02371820"
86022,"DORMANT",2019-07-18,"MARKETED",2011-11-29,"02374870"
86158,"DORMANT",2019-08-05,"MARKETED",2016-07-19,"02376121"
86626,"DORMANT",2019-08-05,"MARKETED",2012-03-26,"02380455"
86703,"DORMANT",2019-07-26,"MARKETED",2013-02-25,"02381257"
87672,"DORMANT",2019-07-31,"MARKETED",2014-01-06,"02391376"
88141,"DORMANT",2019-07-31,"MARKETED",2013-01-30,"02396386"
88435,"DORMANT",2019-07-31,"MARKETED",2013-07-18,"02399474"
89053,"DORMANT",2019-08-05,"MARKETED",2019-02-28,"02405776"
89567,"DORMANT",2019-07-31,"MARKETED",2013-09-30,"02411032"
90475,"DORMANT",2019-08-05,"MARKETED",2014-03-12,"02420147"
90599,"DORMANT",2019-07-18,"MARKETED",2014-07-16,"02421364"
91679,"DORMANT",2019-08-08,"MARKETED",2014-11-24,"02432307"
92062,"DORMANT",2019-07-31,"MARKETED",2015-02-05,"02436299"
92063,"DORMANT",2019-07-31,"MARKETED",2015-02-05,"02436302"
92368,"DORMANT",2019-08-14,"MARKETED",2017-09-14,"02439301"
93264,"DORMANT",2019-08-05,"MARKETED",2016-01-11,"02447061"
93811,"DORMANT",2019-08-05,"MARKETED",2016-08-31,"02451751"
93812,"DORMANT",2019-08-05,"MARKETED",2016-04-05,"02451778"
93882,"DORMANT",2019-07-25,"MARKETED",2016-09-28,"02452448"
94025,"DORMANT",2019-08-05,"MARKETED",2016-12-23,"02453703"
94865,"DORMANT",2019-08-01,"MARKETED",2018-04-06,"02461153"
94978,"DORMANT",2019-08-05,"MARKETED",2017-05-10,"02462044"
94979,"DORMANT",2019-08-05,"MARKETED",2017-05-10,"02462052"
95446,"DORMANT",2019-08-05,"MARKETED",2017-10-05,"02466171"
95659,"DORMANT",2019-08-01,"MARKETED",2018-04-06,"02468190"
79641,"APPROVED",2019-08-02,"APPROVED",2008-05-14,"02310783"
80752,"APPROVED",2019-08-23,"APPROVED",2009-01-20,"02322099"
85961,"APPROVED",2019-08-06,"APPROVED",2011-10-25,"02374404"
90551,"APPROVED",2019-08-26,"APPROVED",2014-02-06,"02420929"
90901,"APPROVED",2019-08-12,"CANCELLED PRE MARKET",2017-07-14,"02424304"
95885,"APPROVED",2019-07-31,"APPROVED",2019-07-29,"02469936"
96942,"APPROVED",2019-08-02,"APPROVED",2018-07-10,"02478633"
97892,"APPROVED",2019-08-06,"APPROVED",2019-05-17,"02488841"
