drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103512","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02546434"
"103113","1","METERED-DOSE AEROSOL","REMOVED","02542587"
"106776","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02565129"
"98367","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02493675"
"106285","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02559722"
"17254","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02097257"
"87101","137","CAPSULE (DELAYED RELEASE)","REMOVED","02385384"
"78682","137","CAPSULE (DELAYED RELEASE)","REMOVED","02301490"
"106090","162","AEROSOL, METERED DOSE","REMOVED","02557592"
"93433","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02448610"
"99191","167","FILM (SOLUBLE)","ADDED","02502348"
"78944","160","PATCH (EXTENDED-RELEASE)","ADDED","02304139"
"87312","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02387514"
"96746","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02476614"
"89783","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02413159"
"101819","137","CAPSULE (DELAYED RELEASE)","REMOVED","02528991"
"92263","137","CAPSULE (DELAYED RELEASE)","REMOVED","02438267"
"91493","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02430479"
"85230","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02367459"
"87154","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02385937"
"88170","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02396661"
"90376","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02419238"
"86005","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02374730"
"98193","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02491923"
"96640","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02476002"
"89879","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02414120"
"73997","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02254816"
"65841","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02242163"
"79592","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02310279"
"97525","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02484978"
"93992","137","CAPSULE (DELAYED RELEASE)","REMOVED","02453371"
"98531","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02495392"
"78472","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02299348"
"95327","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02465086"
"97372","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02483289"
"103024","186","TABLET (CHEWABLE, EXTENDED-RELEASE)","REMOVED","02541602"
"107207","126","POWDER FOR SUSPENSION","ADDED","02569876"
"89440","153","POWDER (METERED-DOSE)","ADDED","02409720"
"100589","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02516543"
"99515","137","CAPSULE (DELAYED-RELEASE)","ADDED","02505770"
"92434","137","CAPSULE (DELAYED RELEASE)","REMOVED","02439956"
"52048","1","METERED-DOSE AEROSOL","REMOVED","02232570"
"87562","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02390167"
"92348","137","CAPSULE (DELAYED-RELEASE)","ADDED","02439115"
"92536","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02441004"
"68258","162","AEROSOL (METERED-DOSE)","ADDED","02244291"
"91723","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02432854"
"72899","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02248544"
"74093","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02255758"
"107230","134","SOLUTION","ADDED","02570122"
"71974","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02247706"
"107225","85","TABLET","ADDED","02570076"
"84502","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02360047"
"44013","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02148722"
"101197","137","CAPSULE (DELAYED RELEASE)","REMOVED","02522888"
"91312","158","SPRAY, METERED DOSE","REMOVED","02428679"
"79598","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02310333"
"93823","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02451867"
"106753","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02564874"
"73997","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02254816"
"94831","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02460823"
"61948","137","CAPSULE (DELAYED-RELEASE)","ADDED","02238525"
"80136","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02315858"
"85514","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02370115"
"101784","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02528630"
"86006","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02374749"
"103879","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02549980"
"94801","158","SPRAY (METERED-DOSE)","ADDED","02460580"
"102518","137","CAPSULE (DELAYED-RELEASE)","ADDED","02536404"
"79597","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02310325"
"11226","160","PATCH (EXTENDED RELEASE)","REMOVED","01911929"
"77645","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02291053"
"76056","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02275058"
"87341","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02387832"
"92051","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436175"
"60603","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02237282"
"81518","137","CAPSULE (DELAYED-RELEASE)","ADDED","02329433"
"92759","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02443031"
"86409","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02378272"
"84926","137","CAPSULE (DELAYED-RELEASE)","ADDED","02364352"
"83023","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02344750"
"81616","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02330423"
"3891","137","CAPSULE (DELAYED-RELEASE)","ADDED","00502790"
"95625","153","POWDER (METERED-DOSE)","ADDED","02467909"
"94295","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02456109"
"66956","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02243089"
"95052","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02462699"
"101781","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02528606"
"85567","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02370522"
"92093","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436604"
"95283","137","CAPSULE (DELAYED RELEASE)","REMOVED","02464705"
"68260","1","METERED-DOSE AEROSOL","REMOVED","02244293"
"83712","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02351889"
"83024","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02344769"
"83823","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02353008"
"92202","158","SPRAY (METERED-DOSE)","ADDED","02437635"
"72225","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02247916"
"106752","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02564866"
"79307","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02307391"
"77981","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02294478"
"88171","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02396688"
"84500","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02360020"
"102572","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02537001"
"86375","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02377969"
"84681","162","AEROSOL (METERED-DOSE)","ADDED","02361760"
"62793","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02239324"
"17253","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02097265"
"89677","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02412209"
"76380","152","POWDER (EXTENDED-RELEASE)","ADDED","02278219"
"83404","137","CAPSULE (DELAYED-RELEASE)","ADDED","02348691"
"37164","158","SPRAY (METERED-DOSE)","ADDED","02218607"
"86006","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02374749"
"100871","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02519445"
"96751","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02476665"
"98529","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02495376"
"73180","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02248811"
"107178","109","TABLET (DELAYED-RELEASE)","ADDED","02569558"
"91803","137","CAPSULE (DELAYED-RELEASE)","ADDED","02433672"
"89502","137","CAPSULE (DELAYED-RELEASE)","ADDED","02410370"
"94753","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02460246"
"98997","167","FILM (SOLUBLE)","ADDED","02500272"
"62842","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02239373"
"92813","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","REMOVED","02443449"
"102574","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02537036"
"11227","160","PATCH (EXTENDED-RELEASE)","ADDED","01911910"
"96752","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02476673"
"90542","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02420821"
"79170","158","SPRAY, METERED DOSE","REMOVED","02306158"
"106348","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02560410"
"72898","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02248543"
"101515","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02526026"
"14543","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02019930"
"93279","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02447223"
"97222","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02481731"
"92156","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02437279"
"107255","85","TABLET","ADDED","02570408"
"18515","137","CAPSULE (DELAYED-RELEASE)","ADDED","02165503"
"94428","137","CAPSULE (DELAYED RELEASE)","REMOVED","02457202"
"98995","167","FILM (SOLUBLE)","ADDED","02500264"
"94375","137","CAPSULE (DELAYED-RELEASE)","ADDED","02456761"
"82803","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02342545"
"87699","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02391678"
"94435","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02457288"
"104499","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02556294"
"18878","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02177749"
"106911","158","SPRAY, METERED DOSE","REMOVED","02566613"
"99126","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02501643"
"67246","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02243341"
"82431","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02338645"
"79596","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02310317"
"93831","137","CAPSULE (DELAYED RELEASE)","REMOVED","02451913"
"96255","137","CAPSULE (DELAYED-RELEASE)","ADDED","02473216"
"90692","137","CAPSULE (DELAYED-RELEASE)","ADDED","02422212"
"83998","169","GRANULES FOR SUSPENSION (EXTENDED-RELEAS","ADDED","02354802"
"99712","137","CAPSULE (DELAYED RELEASE)","REMOVED","02507722"
"95343","167","FILM, SOLUBLE","REMOVED","02465221"
"107218","85","TABLET","ADDED","02569981"
"88036","137","CAPSULE (DELAYED RELEASE)","REMOVED","02395258"
"95930","181","CAPSULE (CONTROLLED RELEASE)","REMOVED","02470322"
"95625","153","POWDER (METERED DOSE)","REMOVED","02467909"
"69062","137","CAPSULE (DELAYED RELEASE)","REMOVED","02245058"
"102928","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02540592"
"69137","162","AEROSOL (METERED-DOSE)","ADDED","02245127"
"100309","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02513897"
"96748","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02476630"
"87313","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02387522"
"99292","137","CAPSULE (DELAYED-RELEASE)","ADDED","02503441"
"89876","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02414090"
"76549","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02279916"
"83708","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02351846"
"103513","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02546442"
"95933","181","CAPSULE (CONTROLLED RELEASE)","REMOVED","02470357"
"73182","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02248813"
"85738","137","CAPSULE (DELAYED RELEASE)","REMOVED","02372258"
"50462","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02231155"
"68600","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02244613"
"106347","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02560402"
"83820","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02352974"
"76279","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02277131"
"97222","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02481731"
"95359","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02465418"
"107015","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02567776"
"89917","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02414546"
"61948","137","CAPSULE (DELAYED RELEASE)","REMOVED","02238525"
"97213","137","CAPSULE (DELAYED-RELEASE)","ADDED","02481952"
"76280","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02277158"
"88952","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02404729"
"97526","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02484986"
"76547","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02279894"
"92403","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02439638"
"78516","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02299801"
"81615","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02330415"
"95349","167","FILM, SOLUBLE","REMOVED","02465299"
"101780","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02528592"
"76900","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02283395"
"95284","137","CAPSULE (DELAYED RELEASE)","REMOVED","02464713"
"107189","85","TABLET","ADDED","02569663"
"70039","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02245919"
"106423","137","CAPSULE (DELAYED-RELEASE)","ADDED","02561247"
"83905","137","CAPSULE (DELAYED-RELEASE)","ADDED","02353849"
"75717","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02271621"
"91729","158","SPRAY (METERED-DOSE)","ADDED","02432889"
"87563","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02390175"
"86604","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02380226"
"94983","137","CAPSULE (DELAYED-RELEASE)","ADDED","02462095"
"76285","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02277204"
"87273","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02387158"
"92333","137","CAPSULE (DELAYED-RELEASE)","ADDED","02438968"
"100628","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02516942"
"87153","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02385929"
"94674","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02459485"
"99192","167","FILM, SOLUBLE","REMOVED","02502356"
"82198","158","SPRAY (METERED-DOSE)","ADDED","02336405"
"106285","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02559722"
"106997","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02567563"
"82061","165","VAGINAL TABLET (EFFERVESCENT)","ADDED","02334992"
"81739","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02331691"
"81319","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02327783"
"97784","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02487691"
"92362","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02439239"
"106261","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02559455"
"98478","137","CAPSULE (DELAYED RELEASE)","REMOVED","02494809"
"75718","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02271648"
"95348","167","FILM (SOLUBLE)","ADDED","02465280"
"92535","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02440997"
"97649","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02486261"
"106348","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02560410"
"87340","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02387824"
"83988","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02354713"
"93022","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02445018"
"82541","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02339846"
"94437","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02457318"
"82589","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02340313"
"78581","148","GRANULES FOR SUSPENSION (DELAYED-RELEASE","ADDED","02300524"
"83822","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02352990"
"101952","158","SPRAY (METERED-DOSE)","ADDED","02530341"
"104459","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02555867"
"77053","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02285002"
"51375","158","SPRAY, METERED DOSE","REMOVED","02231923"
"87758","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02392305"
"64595","158","SPRAY, METERED DOSE","REMOVED","02241003"
"95983","137","CAPSULE (DELAYED RELEASE)","REMOVED","02470780"
"68259","162","AEROSOL (METERED-DOSE)","ADDED","02244292"
"85714","171","CAPSULE (IMMEDIATE- AND EXTENDED-RELEASE","ADDED","02372010"
"107240","85","TABLET","ADDED","02570246"
"93446","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02448742"
"88211","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02397110"
"67245","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02243340"
"88212","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02397129"
"94272","158","SPRAY, METERED DOSE","REMOVED","02455870"
"72898","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02248543"
"88909","162","AEROSOL (METERED-DOSE)","ADDED","02404311"
"3378","134","SOLUTION","ADDED","00399736"
"83989","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02354721"
"87314","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02387530"
"16579","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02042274"
"77980","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02294451"
"3088","34","LIQUID","REMOVED","00392618"
"76282","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02277174"
"3378","34","LIQUID","REMOVED","00399736"
"65976","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02242276"
"9513","137","CAPSULE (DELAYED-RELEASE)","ADDED","00789437"
"9823","137","CAPSULE (DELAYED RELEASE)","REMOVED","00846503"
"50458","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02231150"
"63646","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02240132"
"96467","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02474514"
"75347","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02268086"
"88256","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02397625"
"102942","137","CAPSULE (DELAYED RELEASE)","REMOVED","02540754"
"102606","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02537346"
"106815","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02565560"
"77112","162","AEROSOL, METERED DOSE","REMOVED","02285614"
"91294","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02428474"
"92534","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02440989"
"86128","172","CAPSULE (IMMEDIATE- AND DELAYED-RELEASE)","ADDED","02375885"
"93128","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02446014"
"102607","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02537354"
"86591","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02380072"
"79347","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02307790"
"87311","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02387506"
"96749","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02476649"
"89022","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02405423"
"78472","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02299348"
"88953","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02404737"
"85816","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02373033"
"18877","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02177757"
"82506","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02339447"
"100364","164","SPRAY, BAG-ON-VALVE","REMOVED","02514451"
"93902","137","CAPSULE (DELAYED-RELEASE)","ADDED","02452650"
"78471","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02299321"
"93732","137","CAPSULE (DELAYED RELEASE)","REMOVED","02451077"
"103857","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02549751"
"107213","134","SOLUTION","ADDED","02569930"
"98957","164","SPRAY (BAG-ON-VALVE)","ADDED","02499851"
"103879","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02549980"
"92879","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02444003"
"88036","137","CAPSULE (DELAYED-RELEASE)","ADDED","02395258"
"90544","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02420856"
"106264","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02559498"
"95928","181","CAPSULE (CONTROLLED RELEASE)","REMOVED","02470306"
"72897","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02248542"
"83351","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02348179"
"85265","137","CAPSULE (DELAYED-RELEASE)","ADDED","02367815"
"104201","188","CAPSULE (DELAYED- AND EXTENDED-RELEASE)","ADDED","02553058"
"106776","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02565129"
"89939","137","CAPSULE (DELAYED-RELEASE)","ADDED","02414767"
"93128","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02446014"
"99190","167","FILM, SOLUBLE","REMOVED","02502321"
"85231","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02367467"
"65700","1","METERED-DOSE AEROSOL","REMOVED","02242029"
"99907","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02509806"
"50460","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02231152"
"106722","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","REMOVED","02564521"
"50459","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02231151"
"75428","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02268892"
"79593","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02310287"
"106507","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02562170"
"87871","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02393492"
"27081","137","CAPSULE (DELAYED-RELEASE)","ADDED","02045834"
"94783","158","SPRAY (METERED-DOSE)","ADDED","02460475"
"89134","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02406659"
"85816","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02373033"
"80677","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02321386"
"18515","137","CAPSULE (DELAYED RELEASE)","REMOVED","02165503"
"97525","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02484978"
"107204","134","SOLUTION","ADDED","02569833"
"93447","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02448750"
"93078","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02445506"
"101207","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02522993"
"92094","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02436612"
"87870","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02393484"
"50799","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02231475"
"75944","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02273985"
"83709","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02351854"
"86583","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02379988"
"89818","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02413523"
"103318","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02544601"
"92139","137","CAPSULE (DELAYED-RELEASE)","ADDED","02437082"
"101067","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02521482"
"100023","1","METERED-DOSE AEROSOL","REMOVED","02510987"
"98191","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02491907"
"87461","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02389096"
"94058","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02454068"
"87545","167","FILM (SOLUBLE)","ADDED","02389983"
"97095","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02480425"
"94983","137","CAPSULE (DELAYED RELEASE)","REMOVED","02462095"
"96639","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02475995"
"92986","137","CAPSULE (DELAYED RELEASE)","REMOVED","02444712"
"50798","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02231474"
"106814","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02565552"
"93080","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02445522"
"77444","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02289059"
"86855","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02382733"
"87339","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02387816"
"77982","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02294486"
"98998","167","FILM (SOLUBLE)","ADDED","02500280"
"90867","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02423944"
"83822","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02352990"
"77979","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02294443"
"71973","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02247705"
"82912","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02343681"
"87138","137","CAPSULE (DELAYED-RELEASE)","ADDED","02385767"
"68259","1","METERED-DOSE AEROSOL","REMOVED","02244292"
"94020","137","CAPSULE (DELAYED-RELEASE)","ADDED","02453649"
"93993","137","CAPSULE (DELAYED RELEASE)","REMOVED","02453398"
"103270","167","FILM, SOLUBLE","REMOVED","02544172"
"96122","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02471981"
"80674","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02321343"
"71950","162","AEROSOL (METERED-DOSE)","ADDED","02247686"
"90040","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02415801"
"79313","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02307464"
"89917","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02414546"
"93824","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02451875"
"100074","158","SPRAY (METERED-DOSE)","ADDED","02511568"
"94575","170","TABLET (IMMEDIATE- AND DELAYED-RELEASE)","ADDED","02458608"
"103024","186","TABLET (CHEWABLE EXTENDED-RELEASE)","ADDED","02541602"
"94294","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02456095"
"100300","137","CAPSULE (DELAYED RELEASE)","REMOVED","02513781"
"90414","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02419513"
"106732","164","SPRAY, BAG-ON-VALVE","REMOVED","02564637"
"75215","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02266733"
"106422","137","CAPSULE (DELAYED-RELEASE)","ADDED","02561239"
